seq.id	Class	Species	alignment.start	alignment.end	envelope.start	envelope.end	LGIC.Family	hmm.acc	hmm.name	type	hmm.start	hmm.end	hmm.length	bit.score	E.value	significance	clan
SMTD_0001108401-mRNA-1	Trematoda	Schistosoma_mattheei	20	233	16	233	ASIC family	PF00858.27	ASC	Family	227	445	445	44.3	7.40E-15	1	No_clan
SMTD_0001147301-mRNA-1	Trematoda	Schistosoma_mattheei	1	104	1	119	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	56	160	217	130.2	4.20E-41	1	No_clan
SMTD_0001213701-mRNA-1	Trematoda	Schistosoma_mattheei	4	246	1	248	ASIC family	PF00858.27	ASC	Family	227	435	445	41.2	6.50E-14	1	No_clan
SMTD_0001220101-mRNA-1	Trematoda	Schistosoma_mattheei	3	517	1	517	ASIC family	PF00858.27	ASC	Family	12	445	445	149	1.20E-46	1	No_clan
SMTD_0001280301-mRNA-1	Trematoda	Schistosoma_mattheei	61	112	61	128	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	52	238	55.6	4.80E-18	1	No_clan
SMTD_0001280301-mRNA-1	Trematoda	Schistosoma_mattheei	321	456	139	457	Cys-loop family	PF02932.19	Neur_chan_memb	Family	122	237	238	32	7.40E-11	0	No_clan
SMTD_0001287201-mRNA-1	Trematoda	Schistosoma_mattheei	18	92	11	134	ASIC family	PF00858.27	ASC	Family	15	92	445	33.9	1.00E-11	1	No_clan
SMTD_0001360501-mRNA-1	Trematoda	Schistosoma_mattheei	105	279	104	296	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	172	217	157.1	2.50E-49	1	No_clan
SMTD_0001442701-mRNA-1	Trematoda	Schistosoma_mattheei	236	375	184	377	ASIC family	PF00858.27	ASC	Family	281	442	445	14.9	6.10E-06	0	No_clan
SMTD_0001451801-mRNA-1	Trematoda	Schistosoma_mattheei	12	279	6	281	Cys-loop family	PF02932.19	Neur_chan_memb	Family	64	236	238	28.6	8.50E-10	0	No_clan
SMTD_0001453601-mRNA-1	Trematoda	Schistosoma_mattheei	32	229	31	247	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	189	217	135.4	1.10E-42	1	No_clan
SMTD_0001539301-mRNA-1	Trematoda	Schistosoma_mattheei	26	84	26	86	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	54	217	38.6	4.40E-13	1	No_clan
SMTD_0001618901-mRNA-1	Trematoda	Schistosoma_mattheei	25	153	7	155	ASIC family	PF00858.27	ASC	Family	171	295	445	56.2	1.70E-18	1	No_clan
SMTD_0001626701-mRNA-1	Trematoda	Schistosoma_mattheei	4	168	1	175	Cys-loop family	PF02932.19	Neur_chan_memb	Family	77	232	238	27.4	1.90E-09	0	No_clan
SMTD_0001631401-mRNA-1	Trematoda	Schistosoma_mattheei	35	96	35	101	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	51	217	22.6	3.50E-08	0	No_clan
SMTD_0001716501-mRNA-1	Trematoda	Schistosoma_mattheei	1	63	1	70	iGluR family	PF00060.29	Lig_chan	Family	4	66	149	61.1	6.20E-20	1	CL0030
SMTD_0001783501-mRNA-1	Trematoda	Schistosoma_mattheei	42	158	42	159	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	1	114	115	125.7	5.80E-40	1	CL0177
SMTD_0001795301-mRNA-1	Trematoda	Schistosoma_mattheei	21	106	4	108	ASIC family	PF00858.27	ASC	Family	219	299	445	39.5	2.10E-13	1	No_clan
SMTD_0001809201-mRNA-1	Trematoda	Schistosoma_mattheei	27	152	25	233	Cys-loop family	PF02932.19	Neur_chan_memb	Family	41	163	238	24.6	1.40E-08	0	No_clan
SMTD_0001852201-mRNA-1	Trematoda	Schistosoma_mattheei	52	241	51	274	ASIC family	PF00858.27	ASC	Family	2	187	445	64	7.90E-21	1	No_clan
SMTD_0001881401-mRNA-1	Trematoda	Schistosoma_mattheei	94	305	93	306	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	216	217	153	4.70E-48	1	No_clan
SMTD_0001881401-mRNA-1	Trematoda	Schistosoma_mattheei	313	428	313	453	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	117	238	84.1	9.00E-27	1	No_clan
SMTD_0001881401-mRNA-1	Trematoda	Schistosoma_mattheei	454	495	422	495	Cys-loop family	PF02932.19	Neur_chan_memb	Family	197	238	238	13.9	2.60E-05	0	No_clan
SMTD_0001892701-mRNA-1	Trematoda	Schistosoma_mattheei	4	309	1	309	ASIC family	PF00858.27	ASC	Family	221	445	445	122.3	1.60E-38	1	No_clan
SMTD_0001912001-mRNA-1	Trematoda	Schistosoma_mattheei	1	121	1	131	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	75	194	217	101.7	2.20E-32	1	No_clan
SMTD_0001912001-mRNA-1	Trematoda	Schistosoma_mattheei	237	295	237	295	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	59	238	63.2	2.20E-20	1	No_clan
SMTD_0002042801-mRNA-1	Trematoda	Schistosoma_mattheei	3	271	1	273	Cys-loop family	PF02932.19	Neur_chan_memb	Family	63	238	238	29.2	5.60E-10	0	No_clan
SMTD_0002063701-mRNA-1	Trematoda	Schistosoma_mattheei	74	136	74	140	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	51	217	22.2	4.70E-08	0	No_clan
SMTD_0002066001-mRNA-1	Trematoda	Schistosoma_mattheei	27	182	27	229	ASIC family	PF00858.27	ASC	Family	1	159	445	58.9	2.70E-19	1	No_clan
SMTD_0002126701-mRNA-1	Trematoda	Schistosoma_mattheei	10	47	6	47	ASIC family	PF00858.27	ASC	Family	408	445	445	21	8.40E-08	0	No_clan
SMTD_0002132901-mRNA-1	Trematoda	Schistosoma_mattheei	10	44	9	47	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	89	124	217	13.9	1.60E-05	0	No_clan
SMTD_0002132901-mRNA-1	Trematoda	Schistosoma_mattheei	53	109	49	110	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	93	150	217	59	2.50E-19	1	No_clan
SMTD_0002141001-mRNA-1	Trematoda	Schistosoma_mattheei	81	166	7	170	Cys-loop family	PF02932.19	Neur_chan_memb	Family	152	233	238	24	2.20E-08	0	No_clan
SMTD_0002152601-mRNA-1	Trematoda	Schistosoma_mattheei	12	68	12	71	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	57	238	80.5	1.20E-25	1	No_clan
SMTD_0002196501-mRNA-1	Trematoda	Schistosoma_mattheei	2	45	1	50	Cys-loop family	PF02932.19	Neur_chan_memb	Family	43	87	238	23.9	2.30E-08	0	No_clan
SMTD_0002244101-mRNA-1	Trematoda	Schistosoma_mattheei	1	51	1	52	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	142	186	217	20.9	1.20E-07	0	No_clan
SMTD_0002250801-mRNA-1	Trematoda	Schistosoma_mattheei	61	217	61	223	ASIC family	PF00858.27	ASC	Family	1	159	445	74.2	6.20E-24	1	No_clan
snap_masked-jcf7180000224386-processed-gene-0.1-mRNA-1	Trematoda	Atriophallophorus_winterbourni	15	222	13	223	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	3	216	217	157.1	2.50E-49	1	No_clan
snap_masked-jcf7180000224386-processed-gene-0.1-mRNA-1	Trematoda	Atriophallophorus_winterbourni	230	425	230	483	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	194	238	71.4	7.30E-23	1	No_clan
snap_masked-scaffold10x_2623_pilon-processed-gene-0.3-mRNA-1	Trematoda	Fasciola_hepatica	38	560	38	560	ASIC family	PF00858.27	ASC	Family	1	445	445	173.1	5.90E-54	1	No_clan
snap_masked-scaffold10x_513_pilon-processed-gene-1.78-mRNA-1	Trematoda	Fasciola_hepatica	76	587	76	587	ASIC family	PF00858.27	ASC	Family	1	445	445	168.3	1.70E-52	1	No_clan
snap_masked-scf7180006947291-processed-gene-0.4-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	235	338	233	342	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	3	111	115	34.4	1.20E-11	1	CL0177
snap_masked-scf7180006947291-processed-gene-0.4-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	359	441	358	448	iGluR family	PF00060.29	Lig_chan	Family	2	96	149	23.7	2.20E-08	0	CL0030
snap_masked-scf7180006947467-processed-gene-0.10-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	27	249	26	250	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	216	217	146.7	3.90E-46	1	No_clan
snap_masked-scf7180006947467-processed-gene-0.10-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	257	511	257	511	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	238	238	74.1	1.10E-23	1	No_clan
snap_masked-scf7180006947467-processed-gene-0.11-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	33	250	33	251	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	216	217	159.2	5.70E-50	1	No_clan
snap_masked-scf7180006947467-processed-gene-0.11-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	259	476	258	476	Cys-loop family	PF02932.19	Neur_chan_memb	Family	2	238	238	82.8	2.40E-26	1	No_clan
snap_masked-scf7180006947785-processed-gene-0.4-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	14	94	3	142	ASIC family	PF00858.27	ASC	Family	23	104	445	29.9	1.70E-10	1	No_clan
snap_masked-scf7180006947785-processed-gene-0.6-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	9	169	4	185	ASIC family	PF00858.27	ASC	Family	200	386	445	37	1.20E-12	1	No_clan
snap_masked-scf7180006947916-processed-gene-0.1-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	13	354	2	355	ASIC family	PF00858.27	ASC	Family	163	444	445	123.1	8.80E-39	1	No_clan
snap_masked-scf7180006948218-processed-gene-0.4-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	22	187	22	189	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	156	217	120.3	4.70E-38	1	No_clan
snap_masked-scf7180006948344-processed-gene-0.1-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	36	129	36	191	ASIC family	PF00858.27	ASC	Family	1	92	445	48.6	3.70E-16	1	No_clan
snap_masked-scf7180006948427-processed-gene-0.1-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	9	97	1	100	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	102	186	217	76.2	1.40E-24	1	No_clan
snap_masked-scf7180006948555-processed-gene-0.24-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	31	242	24	243	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	9	216	217	113.3	6.20E-36	1	No_clan
snap_masked-scf7180006948555-processed-gene-0.24-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	250	329	250	336	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	80	238	61.6	6.90E-20	1	No_clan
snap_masked-scf7180006948555-processed-gene-0.24-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	342	368	338	368	Cys-loop family	PF02932.19	Neur_chan_memb	Family	212	238	238	12.3	7.90E-05	0	No_clan
snap_masked-scf7180006948596-processed-gene-0.3-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	327	389	326	395	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	2	71	115	27.7	1.40E-09	0	CL0177
snap_masked-scf7180006948867-processed-gene-0.1-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	54	111	53	118	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	2	65	115	50.5	1.20E-16	1	CL0177
snap_masked-scf7180006949080-processed-gene-0.1-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	26	159	26	179	ASIC family	PF00858.27	ASC	Family	1	140	445	54.6	5.50E-18	1	No_clan
snap_masked-scf7180006949080-processed-gene-0.2-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	8	235	2	235	ASIC family	PF00858.27	ASC	Family	269	445	445	50.5	9.40E-17	1	No_clan
snap_masked-scf7180006949101-processed-gene-0.1-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	2	249	1	249	ASIC family	PF00858.27	ASC	Family	234	445	445	70	1.20E-22	1	No_clan
snap_masked-scf7180006949437-processed-gene-0.1-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	50	103	50	107	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	55	238	24.4	1.60E-08	0	No_clan
snap_masked-scf7180006950266-processed-gene-0.8-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	13	108	13	117	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	94	217	79.4	1.50E-25	1	No_clan
snap_masked-scf7180006950392-processed-gene-0.2-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	65	229	45	260	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	24	184	217	126.4	6.20E-40	1	No_clan
snap_masked-scf7180006950392-processed-gene-0.2-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	268	357	267	410	Cys-loop family	PF02932.19	Neur_chan_memb	Family	2	97	238	65.1	5.70E-21	1	No_clan
snap_masked-scf7180006950392-processed-gene-0.2-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	424	452	380	452	Cys-loop family	PF02932.19	Neur_chan_memb	Family	210	238	238	13.1	4.70E-05	0	No_clan
snap_masked-scf7180006950728-processed-gene-0.8-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	25	125	25	157	ASIC family	PF00858.27	ASC	Family	1	100	445	56	2.00E-18	1	No_clan
snap_masked-scf7180006950810-processed-gene-0.7-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	53	201	53	202	ASIC family	PF00858.27	ASC	Family	1	155	445	61.6	4.20E-20	1	No_clan
snap_masked-scf7180006951049-processed-gene-0.2-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	35	226	35	269	ASIC family	PF00858.27	ASC	Family	1	183	445	68.7	2.90E-22	1	No_clan
snap_masked-scf7180006951314-processed-gene-0.5-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	23	362	23	382	ASIC family	PF00858.27	ASC	Family	1	314	445	81.5	3.80E-26	1	No_clan
snap_masked-scf7180006951866-processed-gene-0.19-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	5	44	2	159	iGluR family	PF00060.29	Lig_chan	Family	65	104	149	23	3.40E-08	0	CL0030
snap_masked-scf7180006952033-processed-gene-0.2-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	22	228	20	237	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	3	202	217	74.3	5.30E-24	1	No_clan
snap_masked-scf7180006952237-processed-gene-0.1-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	9	116	7	178	ASIC family	PF00858.27	ASC	Family	3	104	445	32	4.00E-11	1	No_clan
snap_masked-scf7180006952484-processed-gene-0.9-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	47	260	46	260	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	217	217	135.9	7.60E-43	1	No_clan
snap_masked-scf7180006952484-processed-gene-0.9-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	268	350	267	479	Cys-loop family	PF02932.19	Neur_chan_memb	Family	2	89	238	23.2	3.80E-08	0	No_clan
snap_masked-scf7180006952645-processed-gene-0.5-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	78	274	64	274	ASIC family	PF00858.27	ASC	Family	324	445	445	44	9.00E-15	1	No_clan
snap_masked-scf7180006953275-processed-gene-0.4-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	38	94	36	111	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	3	59	217	52.9	1.90E-17	1	No_clan
snap_masked-scf7180006953277-processed-gene-0.9-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	57	194	55	246	ASIC family	PF00858.27	ASC	Family	70	243	445	29.9	1.70E-10	1	No_clan
snap_masked-scf7180006953351-processed-gene-0.14-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	325	579	324	579	iGluR family	PF00060.29	Lig_chan	Family	2	149	149	57.2	1.00E-18	1	CL0030
snap_masked-scf7180006953457-processed-gene-0.14-mRNA-1	Monopisthocotylea	Gyrodactylus_salaris	213	308	41	313	Cys-loop family	PF02932.19	Neur_chan_memb	Family	142	233	238	15.1	1.10E-05	0	No_clan
SPER_0000017901-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	43	255	42	256	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	216	217	161.6	1.10E-50	1	No_clan
SPER_0000017901-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	263	515	263	515	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	238	238	76.4	2.00E-24	1	No_clan
SPER_0000110401-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	46	190	46	224	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	143	238	138.3	2.60E-43	1	No_clan
SPER_0000553701-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	83	247	82	253	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	161	217	149.1	7.00E-47	1	No_clan
SPER_0000578501-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	6	156	1	209	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	23	170	217	114.8	2.20E-36	1	No_clan
SPER_0000578501-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	218	340	217	357	Cys-loop family	PF02932.19	Neur_chan_memb	Family	2	123	238	63.6	1.70E-20	1	No_clan
SPER_0000665801-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	1	210	1	211	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	5	216	217	157.3	2.20E-49	1	No_clan
SPER_0000665801-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	218	323	218	407	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	107	238	67.7	9.50E-22	1	No_clan
SPER_0000753401-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	53	162	53	163	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	110	238	128.8	2.00E-40	1	No_clan
SPER_0000895501-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	86	298	85	299	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	216	217	168.1	1.10E-52	1	No_clan
SPER_0001047701-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	74	259	74	265	ASIC family	PF00858.27	ASC	Family	1	182	445	58.6	3.40E-19	1	No_clan
SPER_0001098301-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	7	78	2	91	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	21	90	217	36.7	1.70E-12	1	No_clan
SPER_0001098301-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	125	254	124	326	Cys-loop family	PF02932.19	Neur_chan_memb	Family	2	123	238	51.9	6.30E-17	1	No_clan
SPER_0001131001-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	54	106	39	111	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	26	79	115	40.1	2.00E-13	1	CL0177
SPER_0001201301-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	41	93	36	103	ASIC family	PF00858.27	ASC	Family	5	58	445	23.5	1.50E-08	0	No_clan
SPER_0001214701-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	196	309	10	311	Cys-loop family	PF02932.19	Neur_chan_memb	Family	140	236	238	22.5	6.20E-08	0	No_clan
SPER_0001250501-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	59	215	48	263	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	21	174	217	115.6	1.20E-36	1	No_clan
SPER_0001250501-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	273	408	272	451	Cys-loop family	PF02932.19	Neur_chan_memb	Family	2	136	238	49.8	2.80E-16	1	No_clan
SPER_0001266801-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	41	139	36	155	ASIC family	PF00858.27	ASC	Family	5	101	445	54	8.20E-18	1	No_clan
SPER_0001271601-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	74	317	74	319	ASIC family	PF00858.27	ASC	Family	1	240	445	79.3	1.80E-25	1	No_clan
SPER_0001271601-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	322	552	316	552	ASIC family	PF00858.27	ASC	Family	281	442	445	60.4	9.50E-20	1	No_clan
SPER_0001381501-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	39	91	28	91	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	156	217	217	18.3	7.50E-07	0	No_clan
SPER_0001381501-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	98	697	98	698	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	237	238	168.4	1.70E-52	1	No_clan
SPER_0001393001-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	198	331	186	332	ASIC family	PF00858.27	ASC	Family	283	444	445	39.9	1.50E-13	1	No_clan
SPER_0001662401-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	19	111	18	111	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	2	92	217	92.2	1.80E-29	1	No_clan
SPER_0001804101-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	6	52	6	57	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	1	42	217	18.4	6.70E-07	0	No_clan
SPER_0001937201-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	259	375	200	375	Cys-loop family	PF02932.19	Neur_chan_memb	Family	129	238	238	28.6	8.50E-10	0	No_clan
SPER_0001979501-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	6	68	2	89	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	92	155	217	81.3	4.00E-26	1	No_clan
SPER_0002078901-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	1	76	1	76	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	62	138	217	74.8	3.90E-24	1	No_clan
SPER_0002217301-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	138	232	135	233	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	4	94	217	69	2.30E-22	1	No_clan
SPER_0002217301-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	233	388	232	389	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	59	216	217	108.6	1.80E-34	1	No_clan
SPER_0002217301-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	430	540	426	553	Cys-loop family	PF02932.19	Neur_chan_memb	Family	41	152	238	41.7	8.30E-14	1	No_clan
SPER_0002270801-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	37	152	37	178	ASIC family	PF00858.27	ASC	Family	1	118	445	59	2.50E-19	1	No_clan
SPER_0002321001-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	40	127	40	164	ASIC family	PF00858.27	ASC	Family	1	91	445	66.4	1.40E-21	1	No_clan
SPER_0002357801-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	32	110	19	115	ASIC family	PF00858.27	ASC	Family	364	440	445	29.4	2.50E-10	1	No_clan
SPER_0002425001-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	1	25	1	51	iGluR family	PF00060.29	Lig_chan	Family	93	117	149	25.1	8.10E-09	0	CL0030
SPER_0002488401-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	7	96	2	97	ASIC family	PF00858.27	ASC	Family	350	444	445	53.6	1.10E-17	1	No_clan
SPER_0002491001-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	307	362	297	362	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	95	151	217	70.4	8.50E-23	1	No_clan
SPER_0002523001-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	27	154	27	154	iGluR family	PF00060.29	Lig_chan	Family	1	67	149	58.3	4.60E-19	1	CL0030
SPER_0002630601-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	18	67	4	67	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	167	217	217	23.7	1.60E-08	0	No_clan
SPER_0002630601-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	74	102	74	102	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	29	238	22.7	5.40E-08	0	No_clan
SPER_0002657201-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	7	67	1	77	ASIC family	PF00858.27	ASC	Family	222	276	445	13.3	1.90E-05	0	No_clan
SPER_0002863701-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	6	114	2	115	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	101	216	217	92.1	1.90E-29	1	No_clan
SPER_0002863701-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	122	179	122	180	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	58	238	35.2	8.00E-12	1	No_clan
SPER_0002951201-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	45	116	43	125	iGluR family	PF10613.12	Lig_chan-Glu_bd	Domain	3	82	115	41.4	8.00E-14	1	CL0177
SPER_0003012201-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	12	164	10	174	Cys-loop family	PF02932.19	Neur_chan_memb	Family	43	191	238	34.5	1.40E-11	1	No_clan
SPER_0003100201-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	40	138	40	143	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	99	238	67.3	1.20E-21	1	No_clan
SPER_0003111801-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	48	152	48	166	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	106	238	75.3	4.40E-24	1	No_clan
SPER_0003111801-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	196	239	182	239	Cys-loop family	PF02932.19	Neur_chan_memb	Family	194	238	238	15.6	7.60E-06	0	No_clan
SPER_0003226301-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	1	29	1	34	Cys-loop family	PF02932.19	Neur_chan_memb	Family	11	40	238	12.9	5.10E-05	0	No_clan
SPER_0003226301-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	179	302	70	302	Cys-loop family	PF02932.19	Neur_chan_memb	Family	115	238	238	47.9	1.10E-15	1	No_clan
SPER_0003294401-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	15	64	3	64	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	167	217	217	20.7	1.40E-07	0	No_clan
SPER_0003294401-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	71	184	71	213	Cys-loop family	PF02932.19	Neur_chan_memb	Family	1	114	238	144.6	3.10E-45	1	No_clan
SPER_0003345701-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	2	96	1	114	Cys-loop family	PF02932.19	Neur_chan_memb	Family	29	123	238	32.6	5.10E-11	0	No_clan
SPER_0003345701-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	105	138	90	138	Cys-loop family	PF02932.19	Neur_chan_memb	Family	205	238	238	12	9.90E-05	0	No_clan
SPER_0003420001-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	1	218	1	219	iGluR family	PF00060.29	Lig_chan	Family	75	148	149	34.6	8.90E-12	1	CL0030
SPER_0003453001-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	137	347	134	348	Cys-loop family	PF02931.26	Neur_chan_LBD	Family	4	216	217	165.6	6.50E-52	1	No_clan
SPER_0003481201-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	6	490	3	490	ASIC family	PF00858.27	ASC	Family	64	445	445	127.9	3.10E-40	1	No_clan
SPER_0003503701-mRNA-1	Cestoda	Spirometra_erinaceieuropaei	2	112	1	121	Cys-loop family	PF02932.19	Neur_chan_memb	Family	3	113	238	129.9	9.70E-41	1	No_clan
