"ID"	"Match_Metazoa_evalue"	"Match_Protostomia_evalue"	"Match_Spiralia_evalue"	"Match_Lophotrochozoa_evalue"	"Match_Platyhelminthes_evalue"	"Match_Neodermata_evalue"	"Class"	"Species"	"hmm.acc"	"hmm.name"	"bit.score"	"E.value"	"Entry"	"Reviewed"	"Entry.Name"	"Protein.names"	"Gene.Names"	"Organism"	"Length"	"Protein.families"	"Subcellular.location..CC."	"Pfam"	"Gene.Ontology..biological.process."	"Gene.Ontology..cellular.component."	"Gene.Ontology..molecular.function."	"Gene.Ontology.IDs"	"LGIC.Family"	"Class.LGIC"
"Smp_176310.1"	1.75e-73	4.72e-74	1.96e-100	2.81e-112	1.62e-169	1.16e-160	"Trematoda"	"Schistosoma_mansoni"	"PF02931.26"	"Neur_chan_LBD"	180.2	2.2e-56	"G4M0G9"	"unreviewed"	"G4M0G9_SCHMA"	"Acetylcholine-gated chloride channel subunit"	"ACC-1 Smp_176310"	"Schistosoma mansoni (Blood fluke)"	804	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}."	"PF02931;PF02932;"	""	"anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]"	"acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161"	"Cys-loop family"	"Trematoda-Cys-loop family"
"Smp_180570.1"	1.82e-57	2.11e-71	6.29e-72	9.92e-97	4.38e-91	1.81e-92	"Trematoda"	"Schistosoma_mansoni"	"PF02931.26"	"Neur_chan_LBD"	174.7	1e-54	"V9TJE9"	"unreviewed"	"V9TJE9_SCHMA"	"Nicotinic acetylcholine receptor (Nicotinic acetylcholine receptor; Putative nachr subunit)"	""	"Schistosoma mansoni (Blood fluke)"	675	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}."	"PF02931;PF02932;"	""	"anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]"	"acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161"	"Cys-loop family"	"Trematoda-Cys-loop family"
"Smp_246130.1"	7.79e-84	1.98e-116	2.82e-129	1.06e-150	1.47e-158	2.29e-135	"Trematoda"	"Schistosoma_mansoni"	"PF02931.26"	"Neur_chan_LBD"	189.4	3.4e-59	"A0A5K4F2E6"	"unreviewed"	"A0A5K4F2E6_SCHMA"	"Neuronal acetylcholine receptor subunit alpha-10-like"	""	"Schistosoma mansoni (Blood fluke)"	595	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Trematoda-Cys-loop family"
"Smp_305740.1"	8.74e-72	3.16e-72	1.21e-101	2.14e-118	4.45e-169	6.35e-135	"Trematoda"	"Schistosoma_mansoni"	"PF02931.26"	"Neur_chan_LBD"	207.7	8.1e-65	"A0A5K4F410"	"unreviewed"	"A0A5K4F410_SCHMA"	"Putative nachr subunit"	""	"Schistosoma mansoni (Blood fluke)"	626	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}."	"PF02931;PF02932;"	""	"anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]"	"acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161"	"Cys-loop family"	"Trematoda-Cys-loop family"
"Smp_306240.2"	2.55e-57	3.94e-63	7.78e-80	2.5e-103	4.21e-157	3.69e-158	"Trematoda"	"Schistosoma_mansoni"	"PF02931.26"	"Neur_chan_LBD"	155	1.1e-48	"A0A5K4F2V1"	"unreviewed"	"A0A5K4F2V1_SCHMA"	"Acetylcholine-gated chloride channel subunit"	""	"Schistosoma mansoni (Blood fluke)"	539	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}."	"PF02931;PF02932;"	""	"anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]"	"acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161"	"Cys-loop family"	"Trematoda-Cys-loop family"
"Smp_321840.1"	1.34e-11	1.69e-15	5.42e-16	1.05e-29	7.02e-56	1.34e-67	"Trematoda"	"Schistosoma_mansoni"	"PF02932.19"	"Neur_chan_memb"	73.6	1.5e-23	"A0A5K4F588"	"unreviewed"	"A0A5K4F588_SCHMA"	"Neur_chan_memb domain-containing protein"	""	"Schistosoma mansoni (Blood fluke)"	310	""	""	"PF02932;"	""	"integral component of membrane [GO:0016021]"	"ion channel activity [GO:0005216]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005216; GO:0016021"	"Cys-loop family"	"Trematoda-Cys-loop family"
"Smp_332020.1"	6.91e-64	6.59e-68	1e-85	4.36e-94	3.46e-129	2.53e-110	"Trematoda"	"Schistosoma_mansoni"	"PF02931.26"	"Neur_chan_LBD"	147.2	2.6e-46	"A0A5K4F9M3"	"unreviewed"	"A0A5K4F9M3_SCHMA"	"Neuronal acetylcholine receptor subunit alpha-7"	""	"Schistosoma mansoni (Blood fluke)"	733	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}."	"PF02931;PF02932;"	""	"anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]"	"acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161"	"Cys-loop family"	"Trematoda-Cys-loop family"
"Smp_334250.3"	3.2e-08	0.000697	NA	1.25e-10	2.68e-97	2.95e-76	"Trematoda"	"Schistosoma_mansoni"	"PF00858.27"	"ASC"	82.6	1.7e-26	"A0A5K4FAF1"	"unreviewed"	"A0A5K4FAF1_SCHMA"	"Acid-sensing ion channel 3"	""	"Schistosoma mansoni (Blood fluke)"	1031	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Trematoda-ASIC family"
"Smp_334730.1"	1.37e-67	6.62e-68	4.27e-72	3.53e-73	3.48e-117	3.45e-111	"Trematoda"	"Schistosoma_mansoni"	"PF02931.26"	"Neur_chan_LBD"	158	1.3e-49	"A0A5K4FCS4"	"unreviewed"	"A0A5K4FCS4_SCHMA"	"Putative glutamate-gated chloride channel subunit 4"	""	"Schistosoma mansoni (Blood fluke)"	866	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0005886; GO:0016021"	"Cys-loop family"	"Trematoda-Cys-loop family"
"Smp_337330.1"	2.2e-27	2.38e-25	3.31e-26	3.58e-27	1.73e-90	2.7e-79	"Trematoda"	"Schistosoma_mansoni"	"PF02931.26"	"Neur_chan_LBD"	102.7	1.1e-32	"A0A5K4F947"	"unreviewed"	"A0A5K4F947_SCHMA"	"Putative 60s ribosomal protein L21"	""	"Schistosoma mansoni (Blood fluke)"	448	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Trematoda-Cys-loop family"
"Smp_342000.1"	3.51e-10	3.12e-07	1.71e-14	6.74e-21	1.19e-163	2.37e-217	"Trematoda"	"Schistosoma_mansoni"	"PF00858.27"	"ASC"	154.1	3.5e-48	"A0A5K4FAT6"	"unreviewed"	"A0A5K4FAT6_SCHMA"	"Amiloride-sensitive sodium channel"	""	"Schistosoma mansoni (Blood fluke)"	642	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Trematoda-ASIC family"
"Smp_346800.1"	4.39e-06	0.000429	6.94e-06	7.17e-08	9.41e-79	6.01e-60	"Trematoda"	"Schistosoma_mansoni"	"PF00858.27"	"ASC"	116.5	8.9e-37	"A0A5K4FE55"	"unreviewed"	"A0A5K4FE55_SCHMA"	"Acid-sensing ion channel 1"	""	"Schistosoma mansoni (Blood fluke)"	611	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Trematoda-ASIC family"
"SMRZ_0000117401-mRNA-1"	NA	NA	NA	8.71e-07	1.45e-78	1.82e-112	"Trematoda"	"Schistosoma_margrebowiei"	"PF00858.27"	"ASC"	29.9	1.7e-10	"A0A183LBK0"	"unreviewed"	"A0A183LBK0_9TREM"	"Protein patched"	"SMRZ_LOCUS1175"	"Schistosoma margrebowiei"	392	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Trematoda-ASIC family"
"SMRZ_0000153001-mRNA-1"	2.23e-06	NA	NA	8.04e-10	3.72e-40	9.97e-86	"Trematoda"	"Schistosoma_margrebowiei"	"PF00858.27"	"ASC"	16.3	2.4e-06	"A0A183LCK6"	"unreviewed"	"A0A183LCK6_9TREM"	"Degenerin-like protein unc-105"	"SMRZ_LOCUS1531"	"Schistosoma margrebowiei"	704	""	""	""	""	""	""	""	"ASIC family"	"Trematoda-ASIC family"
"SMRZ_0000234201-mRNA-1"	3.6e-06	1.05e-05	2.69e-10	4.8e-13	5.48e-50	6.35e-63	"Trematoda"	"Schistosoma_margrebowiei"	"PF00858.27"	"ASC"	57.5	7.4e-19	"A0A183LEW8"	"unreviewed"	"A0A183LEW8_9TREM"	"Amiloride-sensitive sodium channel subunit alpha"	"SMRZ_LOCUS2343"	"Schistosoma margrebowiei"	293	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Trematoda-ASIC family"
"SMRZ_0000278401-mRNA-1"	0.000185	NA	1.08e-05	1.58e-08	3.36e-51	6e-57	"Trematoda"	"Schistosoma_margrebowiei"	"PF00858.27"	"ASC"	61.7	3.9e-20	"A0A183LG60"	"unreviewed"	"A0A183LG60_9TREM"	"Uncharacterized protein"	"SMRZ_LOCUS2785"	"Schistosoma margrebowiei"	314	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Trematoda-ASIC family"
"SMRZ_0000303201-mRNA-1"	2.97e-05	6.73e-06	1.08e-12	5.51e-15	8.61e-63	3.5e-80	"Trematoda"	"Schistosoma_margrebowiei"	"PF00858.27"	"ASC"	81.5	3.7e-26	"A0A183LGV8"	"unreviewed"	"A0A183LGV8_9TREM"	"Amiloride-sensitive sodium channel"	"SMRZ_LOCUS3033"	"Schistosoma margrebowiei"	393	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Trematoda-ASIC family"
"SMRZ_0000310901-mRNA-1"	3.4e-28	2.47e-43	3.89e-51	6.44e-63	5.76e-78	2.41e-98	"Trematoda"	"Schistosoma_margrebowiei"	"PF00060.29"	"Lig_chan"	14	2e-05	"A0A183LH35"	"unreviewed"	"A0A183LH35_9TREM"	"Potassium channel subfamily K member 18"	"SMRZ_LOCUS3110"	"Schistosoma margrebowiei"	479	"Two pore domain potassium channel (TC 1.A.1.8) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF07885;"	""	"integral component of membrane [GO:0016021]"	"potassium channel activity [GO:0005267]"	"GO:0005267; GO:0016021"	"iGluR family"	"Trematoda-iGluR family"
"SMRZ_0000365101-mRNA-1"	1.3e-77	3.92e-69	2.27e-69	5.25e-76	1.64e-171	1.24e-210	"Trematoda"	"Schistosoma_margrebowiei"	"PF02931.26"	"Neur_chan_LBD"	153.2	3.9e-48	"A0A183LIM7"	"unreviewed"	"A0A183LIM7_9TREM"	"Glycine receptor subunit alphaZ1"	"SMRZ_LOCUS3652"	"Schistosoma margrebowiei"	415	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0005886; GO:0016021"	"Cys-loop family"	"Trematoda-Cys-loop family"
"SMRZ_0000365401-mRNA-1"	1.23e-44	8.89e-48	4.5e-51	5.13e-73	3.42e-105	3.02e-115	"Trematoda"	"Schistosoma_margrebowiei"	"PF02931.26"	"Neur_chan_LBD"	135.5	1e-42	"A0A183LIN0"	"unreviewed"	"A0A183LIN0_9TREM"	"Neur_chan_LBD domain-containing protein"	"SMRZ_LOCUS3655"	"Schistosoma margrebowiei"	580	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Trematoda-Cys-loop family"
"SMRZ_0000399701-mRNA-1"	3.01e-09	6.3e-11	3.18e-11	4.01e-20	7.85e-21	2.23e-21	"Trematoda"	"Schistosoma_margrebowiei"	"PF02931.26"	"Neur_chan_LBD"	39.4	2.5e-13	"A0A183LJM3"	"unreviewed"	"A0A183LJM3_9TREM"	"Neur_chan_LBD domain-containing protein"	"SMRZ_LOCUS3998"	"Schistosoma margrebowiei"	116	""	""	"PF02931;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]"	"GO:0005230; GO:0016021"	"Cys-loop family"	"Trematoda-Cys-loop family"
"SMRZ_0000399801-mRNA-1"	1.93e-58	4.09e-57	1.21e-77	1.67e-99	2.13e-111	1.12e-82	"Trematoda"	"Schistosoma_margrebowiei"	"PF02931.26"	"Neur_chan_LBD"	173.1	3.3e-54	"A0A183LJM4"	"unreviewed"	"A0A183LJM4_9TREM"	"Neur_chan_LBD domain-containing protein"	"SMRZ_LOCUS3999"	"Schistosoma margrebowiei"	838	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}."	"PF02931;"	""	"anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]"	"acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161"	"Cys-loop family"	"Trematoda-Cys-loop family"
"SMRZ_0000428401-mRNA-1"	3.78e-72	7.51e-70	1.17e-73	3.99e-75	1.7e-151	4.01e-182	"Trematoda"	"Schistosoma_margrebowiei"	"PF02931.26"	"Neur_chan_LBD"	163.6	2.6e-51	"A0A183LKF8"	"unreviewed"	"A0A183LKF8_9TREM"	"Glycine receptor subunit alphaZ1"	"SMRZ_LOCUS4283"	"Schistosoma margrebowiei"	511	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0005886; GO:0016021"	"Cys-loop family"	"Trematoda-Cys-loop family"
"SMRZ_0000429601-mRNA-1"	2.15e-57	1.51e-59	2.63e-72	1.03e-78	6.5e-106	6.64e-93	"Trematoda"	"Schistosoma_margrebowiei"	"PF02931.26"	"Neur_chan_LBD"	165.3	8e-52	"A0A183LKH0"	"unreviewed"	"A0A183LKH0_9TREM"	"Neur_chan_LBD domain-containing protein"	"SMRZ_LOCUS4295"	"Schistosoma margrebowiei"	360	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}."	"PF02931;"	""	"anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]"	"acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161"	"Cys-loop family"	"Trematoda-Cys-loop family"
"SMRZ_0000436801-mRNA-1"	NA	NA	NA	0.000145	2.24e-07	3.15e-08	"Trematoda"	"Schistosoma_margrebowiei"	"PF02932.19"	"Neur_chan_memb"	26.8	2.9e-09	"A0A183LKP2"	"unreviewed"	"A0A183LKP2_9TREM"	"Neur_chan_memb domain-containing protein"	"SMRZ_LOCUS4368"	"Schistosoma margrebowiei"	418	""	""	""	"ion transport [GO:0006811]"	"integral component of membrane [GO:0016021]"	""	"GO:0006811; GO:0016021"	"Cys-loop family"	"Trematoda-Cys-loop family"
"SMRZ_0000470101-mRNA-1"	2.07e-06	3.5e-12	1.12e-09	6.74e-11	1.14e-72	2.04e-79	"Trematoda"	"Schistosoma_margrebowiei"	"PF00858.27"	"ASC"	95.2	2.7e-30	"A0A183LLM5"	"unreviewed"	"A0A183LLM5_9TREM"	"Amiloride-sensitive sodium channel"	"SMRZ_LOCUS4700"	"Schistosoma margrebowiei"	319	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Trematoda-ASIC family"
"SMRZ_0000480001-mRNA-1"	NA	NA	NA	0.000422	5.09e-69	5.7e-86	"Trematoda"	"Schistosoma_margrebowiei"	"PF00858.27"	"ASC"	65.7	2.3e-21	"A0A183LLX4"	"unreviewed"	"A0A183LLX4_9TREM"	"Amiloride-sensitive sodium channel"	"SMRZ_LOCUS4799"	"Schistosoma margrebowiei"	305	"Amiloride-sensitive sodium channel (TC 1.A.6) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF00858;"	""	"integral component of membrane [GO:0016021]"	"sodium channel activity [GO:0005272]"	"GO:0005272; GO:0016021"	"ASIC family"	"Trematoda-ASIC family"
"SMRZ_0000511701-mRNA-1"	1.1e-24	3.29e-23	6.45e-22	5.6e-28	2.93e-105	2.74e-114	"Trematoda"	"Schistosoma_margrebowiei"	"PF02931.26"	"Neur_chan_LBD"	84.6	3.8e-27	"A0A183LMU1"	"unreviewed"	"A0A183LMU1_9TREM"	"Neur_chan_LBD domain-containing protein"	"SMRZ_LOCUS5116"	"Schistosoma margrebowiei"	271	"Ligand-gated ion channel (TC 1.A.9) family"	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Trematoda-Cys-loop family"
"SMRZ_0000642801-mRNA-1"	3.25e-14	3.8e-17	2.6e-28	1.44e-30	1.09e-35	3.82e-31	"Trematoda"	"Schistosoma_margrebowiei"	"PF02931.26"	"Neur_chan_LBD"	17.8	1e-06	"A0A183LRK2"	"unreviewed"	"A0A183LRK2_9TREM"	"Uncharacterized protein"	"SMRZ_LOCUS6427"	"Schistosoma margrebowiei"	133	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	""	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Trematoda-Cys-loop family"
"SMRZ_0000682301-mRNA-1"	1.12e-39	6.09e-43	5.56e-58	1.83e-82	1.34e-124	5.34e-139	"Trematoda"	"Schistosoma_margrebowiei"	"PF02931.26"	"Neur_chan_LBD"	21.8	6.1e-08	"A0A183LSP7"	"unreviewed"	"A0A183LSP7_9TREM"	"Neur_chan_LBD domain-containing protein"	"SMRZ_LOCUS6822"	"Schistosoma margrebowiei"	350	""	"SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}."	"PF02931;PF02932;"	""	"integral component of membrane [GO:0016021]"	"extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]"	"GO:0004888; GO:0005230; GO:0016021"	"Cys-loop family"	"Trematoda-Cys-loop family"
