ID	Match_Metazoa_evalue	Match_Protostomia_evalue	Match_Spiralia_evalue	Match_Lophotrochozoa_evalue	Match_Platyhelminthes_evalue	Match_Neodermata_evalue	Class	Species	hmm.acc	hmm.name	bit.score	E.value	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Protein.families	Subcellular.location..CC.	Pfam	Gene.Ontology..biological.process.	Gene.Ontology..cellular.component.	Gene.Ontology..molecular.function.	Gene.Ontology.IDs	LGIC.Family	Class.LGIC
SMEST044381001	21	14	22	33	308	177	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	201.3	1.70E-62	A0A158QSX4	unreviewed	A0A158QSX4_MESCO	Amiloride-sensitive sodium channel	MCOS_LOCUS1629	Mesocestoides corti (Flatworm)	593	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST045054001	20	17	24	33	308	163	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	201.8	1.20E-62	G7Y960	unreviewed	G7Y960_CLOSI	FMRFamide-activated amiloride-sensitive sodium channel	CLF_103153 CSKR_113237 CSKR_13237s	Clonorchis sinensis (Chinese liver fluke)	712	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST045131001	14	11	15	23	308	129	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	171.5	1.80E-53	A0A4E0RFC3	unreviewed	A0A4E0RFC3_FASHE	FMRFamide-activated amiloride-sensitive sodium channel	D915_003846	Fasciola hepatica (Liver fluke)	630	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST045280001	58	56	57	61	308	54	Free-living	Schmidtea_mediterranea	PF02931.26	Neur_chan_LBD	150.2	3.30E-47	A0A1I8JJQ2	unreviewed	A0A1I8JJQ2_9PLAT	Neur_chan_LBD domain-containing protein		Macrostomum lignano	441	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021	Cys-loop family	Free-living-Cys-loop family
SMEST047329001	21	22	14	19	308	26	Free-living	Schmidtea_mediterranea	PF10613.12	Lig_chan-Glu_bd	26.2	4.20E-09	A0A7M3QB10	unreviewed	A0A7M3QB10_SPIER	Hypothetical protein	SERJ2_LOCUS7259	Spirometra erinaceieuropaei (Tapeworm) (Spirometra erinacei)	805			PF00060;PF00497;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]; signaling receptor activity [GO:0038023]	GO:0015276; GO:0016021; GO:0038023	iGluR family	Free-living-iGluR family
SMEST047372002	29	38	40	41	166	39	Free-living	Schmidtea_mediterranea	PF02931.26	Neur_chan_LBD	19.9	2.40E-07	A0A6J8BQU3	unreviewed	A0A6J8BQU3_MYTCO	CHRNN	MCOR_21424	Mytilus coruscus (Sea mussel)	486	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Free-living-Cys-loop family
SMEST047472002	41	49	49	54	155	46	Free-living	Schmidtea_mediterranea	PF02931.26	Neur_chan_LBD	174.5	1.20E-54	V4B8K4	unreviewed	V4B8K4_LOTGI	Neuronal acetylcholine receptor subunit alpha-7	LOTGIDRAFT_52385	Lottia gigantea (Giant owl limpet)	324	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Free-living-Cys-loop family
SMEST047581001	15	18	15	22	308	168	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	180.7	3.10E-56	A0A0R3SIE1	unreviewed	A0A0R3SIE1_HYMDI	Amiloride-sensitive sodium channel	HDID_LOCUS4705	Hymenolepis diminuta (Rat tapeworm)	684	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST048391002	68	118	72	132	308	137	Free-living	Schmidtea_mediterranea	PF00060.29	Lig_chan	92.1	1.80E-29	A0A267F5H5	unreviewed	A0A267F5H5_9PLAT	"Glutamate receptor ionotropic, delta-2"	BOX15_Mlig034011g1	Macrostomum lignano	1088		SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021	iGluR family	Free-living-iGluR family
SMEST048395001	25	40	39	50	308	83	Free-living	Schmidtea_mediterranea	PF10613.12	Lig_chan-Glu_bd	85.2	2.00E-27	A0A4E0R4M7	unreviewed	A0A4E0R4M7_FASHE	Glutamate [NMDA] receptor subunit epsilon-2	D915_005905	Fasciola hepatica (Liver fluke)	1503		SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021	iGluR family	Free-living-iGluR family
SMEST052669002	35	39	33	36	308	139	Free-living	Schmidtea_mediterranea	PF02931.26	Neur_chan_LBD	122.3	1.10E-38	A0A8E0RMV3	unreviewed	A0A8E0RMV3_9TREM	Neuronal acetylcholine receptor subunit alpha-6	FBUS_03872	Fasciolopsis buski	818	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021	Cys-loop family	Free-living-Cys-loop family
SMEST053382001	6	6	12	16	308	109	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	160.8	3.30E-50	A0A074ZXV4	unreviewed	A0A074ZXV4_9TREM	Amiloride-sensitive sodium channel	T265_01690	Opisthorchis viverrini	627	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST053390001	4	7	8	21	308	98	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	157.2	4.10E-49	A0A1I8G5D0	unreviewed	A0A1I8G5D0_9PLAT	G_PROTEIN_RECEP_F1_2 domain-containing protein		Macrostomum lignano	2799	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00001;PF00858;		integral component of membrane [GO:0016021]	G protein-coupled receptor activity [GO:0004930]; sodium channel activity [GO:0005272]	GO:0004930; GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST053391001	5	4	12	16	308	102	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	125.5	1.70E-39	A0A1I8H6N9	unreviewed	A0A1I8H6N9_9PLAT	Amiloride-sensitive sodium channel	BOX15_Mlig002809g2	Macrostomum lignano	644	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST053446003	64	51	35	71	308	15	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	300	2.00E-92	A0A7I8W7U7	unreviewed	A0A7I8W7U7_9ANNE	DgyrCDS12166	DGYR_LOCUS11492	Dimorphilus gyrociliatus	548	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST053471001	5	NA	5	10	308	9	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	92.6	1.60E-29	A0A1S6KMI4	unreviewed	A0A1S6KMI4_SCHMD	Uncharacterized protein		Schmidtea mediterranea (Freshwater planarian flatworm)	358	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST053477002	38	32	24	51	220	8	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	180.4	3.70E-56	A0A7I8W7U7	unreviewed	A0A7I8W7U7_9ANNE	DgyrCDS12166	DGYR_LOCUS11492	Dimorphilus gyrociliatus	548	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST055022002	106	161	135	206	308	226	Free-living	Schmidtea_mediterranea	PF10613.12	Lig_chan-Glu_bd	72.9	1.40E-23	A0A267EW57	unreviewed	A0A267EW57_9PLAT	ANF_receptor domain-containing protein	BOX15_Mlig014971g1	Macrostomum lignano	957	Glutamate-gated ion channel (TC 1.A.10.1) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF01094;PF00060;PF00497;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0016021; GO:0045211; GO:0070161	iGluR family	Free-living-iGluR family
SMEST056126002	14	16	16	25	308	139	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	182.2	1.10E-56	A0A0R3SIE1	unreviewed	A0A0R3SIE1_HYMDI	Amiloride-sensitive sodium channel	HDID_LOCUS4705	Hymenolepis diminuta (Rat tapeworm)	684	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST056721001	99	115	116	114	308	136	Free-living	Schmidtea_mediterranea	PF02931.26	Neur_chan_LBD	200.3	1.60E-62	A0A1I8G5C2	unreviewed	A0A1I8G5C2_9PLAT	Nicotinic acetylcholine receptor alpha 4 subunit		Macrostomum lignano	468	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Free-living-Cys-loop family
SMEST060702001	9	6	11	21	308	158	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	167.1	4.10E-52	A0A430Q3F3	unreviewed	A0A430Q3F3_SCHBO	Amiloride-sensitive sodium channel	DC041_0006550	Schistosoma bovis (Blood fluke)	641	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST061503001	105	139	159	175	308	175	Free-living	Schmidtea_mediterranea	PF02931.26	Neur_chan_LBD	226.7	1.30E-70	A0A4E0S394	unreviewed	A0A4E0S394_FASHE	Putative acetylcholine receptor	D915_000680	Fasciola hepatica (Liver fluke)	644	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Free-living-Cys-loop family
SMEST061905001	80	74	74	78	308	165	Free-living	Schmidtea_mediterranea	PF02931.26	Neur_chan_LBD	144.9	1.40E-45	A0A183W0B4	unreviewed	A0A183W0B4_TRIRE	Uncharacterized protein	TRE_LOCUS6169	Trichobilharzia regenti (Nasal bird schistosome)	560	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021	Cys-loop family	Free-living-Cys-loop family
SMEST061997002	34	37	32	38	308	133	Free-living	Schmidtea_mediterranea	PF02931.26	Neur_chan_LBD	138	1.70E-43	A0A8E0RMV3	unreviewed	A0A8E0RMV3_9TREM	Neuronal acetylcholine receptor subunit alpha-6	FBUS_03872	Fasciolopsis buski	818	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021	Cys-loop family	Free-living-Cys-loop family
SMEST062815001	13	10	15	23	308	144	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	175.7	9.90E-55	A0A183A613	unreviewed	A0A183A613_9TREM	Amiloride-sensitive sodium channel	ECPE_LOCUS2398	Echinostoma caproni	644	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST064187001	25	18	24	33	308	179	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	207.6	2.00E-64	A0A4S2L1I9	unreviewed	A0A4S2L1I9_OPIFE	Amiloride-sensitive sodium channel	CRM22_010139	Opisthorchis felineus	707	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST064521001	114	139	130	150	308	146	Free-living	Schmidtea_mediterranea	PF02931.26	Neur_chan_LBD	213.2	1.70E-66	A0A1I8GCT6	unreviewed	A0A1I8GCT6_9PLAT	Nicotinic acetylcholine receptor beta 1 subunit		Macrostomum lignano	506	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Free-living-Cys-loop family
SMEST064655002	24	36	18	35	195	35	Free-living	Schmidtea_mediterranea	PF10613.12	Lig_chan-Glu_bd	75.6	2.00E-24	A0A267H6T2	unreviewed	A0A267H6T2_9PLAT	Glutamate receptor	BOX15_Mlig026892g1	Macrostomum lignano	1004		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF00497;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021	iGluR family	Free-living-iGluR family
SMEST064656003	22	33	19	33	180	32	Free-living	Schmidtea_mediterranea	PF00060.29	Lig_chan	30.4	1.90E-10	A0A1I8I3K3	unreviewed	A0A1I8I3K3_9PLAT	PBPe domain-containing protein		Macrostomum lignano	394			PF00060;PF00497;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]	GO:0015276; GO:0016021	iGluR family	Free-living-iGluR family
SMEST064696001	9	13	13	27	308	138	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	183.6	4.00E-57	A0A183THX6	unreviewed	A0A183THX6_SCHSO	Amiloride-sensitive sodium channel	SSLN_LOCUS16074	Schistocephalus solidus (Tapeworm)	584	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST068441001	NA	NA	11	9	308	106	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	130.7	4.50E-41	A0A183B659	unreviewed	A0A183B659_9TREM	Amiloride-sensitive sodium channel	ECPE_LOCUS14694	Echinostoma caproni	743	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST068777001	114	138	100	137	308	152	Free-living	Schmidtea_mediterranea	PF02931.26	Neur_chan_LBD	205.2	4.80E-64	A0A4S2LM73	unreviewed	A0A4S2LM73_OPIFE	Neuronal acetylcholine receptor subunit alpha-7	CRM22_006211	Opisthorchis felineus	652	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}. Postsynaptic cell membrane {ECO:0000256|ARBA:ARBA00034104}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034104}. Synaptic cell membrane {ECO:0000256|ARBA:ARBA00034099}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00034099}.	PF02931;PF02932;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211; GO:0070161	Cys-loop family	Free-living-Cys-loop family
SMEST069054001	6	9	9	10	308	90	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	146.2	8.80E-46	S5W2R2	unreviewed	S5W2R2_SCHMD	Asic		Schmidtea mediterranea (Freshwater planarian flatworm)	495	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST069074001	4	8	8	12	308	87	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	129.4	1.10E-40	S5W2R2	unreviewed	S5W2R2_SCHMD	Asic		Schmidtea mediterranea (Freshwater planarian flatworm)	495	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST069526001	5	11	3	8	109	6	Free-living	Schmidtea_mediterranea	PF10613.12	Lig_chan-Glu_bd	47	1.50E-15	A0A6P4DWG3	unreviewed	A0A6P4DWG3_DRORH	"glutamate receptor ionotropic, kainate 3"	LOC108037646	Drosophila rhopaloa (Fruit fly)	952	Glutamate-gated ion channel (TC 1.A.10.1) family	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF01094;PF00060;PF10613;		anchoring junction [GO:0070161]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0016021; GO:0045211; GO:0070161	iGluR family	Free-living-iGluR family
SMEST069546001	6	7	9	8	308	67	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	151.8	1.80E-47	S5W2R2	unreviewed	S5W2R2_SCHMD	Asic		Schmidtea mediterranea (Freshwater planarian flatworm)	495	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
SMEST069611001	16	21	20	31	308	171	Free-living	Schmidtea_mediterranea	PF00858.27	ASC	182.4	8.90E-57	A0A4E0S173	unreviewed	A0A4E0S173_FASHE	FMRFamide-activated amiloride-sensitive sodium channel	D915_002784	Fasciola hepatica (Liver fluke)	651	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	ASIC family	Free-living-ASIC family
